ClientID,Nom,Prénom,Ville,CodePostal,Pays,DateNaissance,Âge,Sexe,TypeCarteCrédit,DateExpirationCarte,SoldeCompte,TypeClient,NombreAchats,MontantTotalAchats,DernierAchat,ProduitPréféré,CatégorieProduitPréféré,FréquenceAchatMensuel,PanierMoyen,ScoreFidélité,NombreRemboursements,MontantTotalRemboursé,AvisClient,AbonnementNewsletter,TypePaiementFavori,StatutCompte,client_id,age_group,email_hash
e8a271e3-91e0-422f-af6a-1b1746f219a9,Client_913,Kari,Lake Timothyfurt,28539,Nepal,1984-12-21,41,F,VISA 16 digit,06/29,4144.9,Particulier,9,318.15,2023-02-17,drop,Électronique,10,35.35,84,5,730.83,Très mécontent,True,Cryptomonnaie,Actif,913,41-50,ef440685c73e604d00a6fa6a33aa51aab389ecc9ea24c55253536c132f6535f6
61e9f38b-4542-488f-92dd-dcb33e517166,Client_380,Christopher,Brandyville,98721,Saint Barthelemy,1941-06-20,84,M,Mastercard,08/28,3621.03,Particulier,18,3538.82,2024-08-27,personal,Sport,7,196.6,86,4,563.04,Mécontent,True,Virement,Suspendu,380,60+,7fce7dd60264275e3f6c1de329101d02d27b1a7d479cb35c3fa6063045e87c43
108c5ee9-0ded-453a-8b7e-b2ff7203a20c,Client_69,Nathaniel,Port Pamelaside,11603,Korea,1935-07-02,90,F,VISA 16 digit,03/26,1693.47,Entreprise,8,954.55,2024-08-21,concern,Électronique,10,119.32,26,0,0.0,Très satisfait,False,Paypal,Suspendu,69,60+,314c1c455f9601e6da6d28eeb5233e9205a9798f8b790c767f140f1f22d01304
09da6cc8-ac5e-4a3f-900e-a03a82444dea,Client_45,Gregory,Jaredfurt,53255,Mozambique,1974-07-03,51,M,Maestro,08/30,2994.35,Entreprise,6,896.19,2023-11-09,business,Sport,5,149.37,87,3,18.32,Neutre,False,Carte bancaire,Suspendu,45,51-60,20a8a61cb91bc59e0ba50c3c6b5ebc8ec4ea21310a9e252516b5d14f036a30f6
ca48371e-efc2-4bec-9913-ef333b73cc84,Client_793,Gary,South Jasonbury,70426,Oman,1952-08-15,73,M,JCB 16 digit,02/27,496.73,Particulier,14,247.02,2023-05-15,common,Mode,5,17.64,47,0,0.0,Neutre,True,Cryptomonnaie,Inactif,793,60+,a21f07c76957dbcec54e11657b8522b34f0ccb5f48248199a2dd99c191a8fa4b
390a0b2d-9f40-442b-af89-d229406074a8,Client_210,Brian,East Rebecca,67924,Faroe Islands,1992-12-09,33,M,JCB 16 digit,11/32,4805.07,Particulier,17,421.88,2023-06-25,so,Électronique,2,24.82,49,3,135.81,Satisfait,True,Carte bancaire,Suspendu,210,31-40,32e56cb1ba9d3561014e2b35e8e487e73ed2ef3227c6392bd880ff192d94888c
e8f08680-b1b6-444c-a012-63b9e4a65590,Client_915,Tracy,Port Lynn,82115,Chile,1973-08-20,52,M,Maestro,08/27,623.78,Entreprise,13,2787.73,2023-10-22,scientist,Mode,6,214.44,12,3,49.56,Très satisfait,True,Paypal,Actif,915,51-60,41ea1dc9b2ed0167f723bbf79da71e6e86cd730fd930ef66b93a0ef295d1dc74
4fc3ecc7-5277-4468-8035-3906e37dc7f7,Client_303,Ronald,Lake Wyattmouth,11795,Saint Kitts and Nevis,1957-03-28,68,F,JCB 16 digit,08/25,3440.14,Entreprise,18,8275.99,2025-01-16,career,Sport,7,459.78,43,4,516.93,Mécontent,True,Carte bancaire,Actif,303,60+,8be598a7a10ac5beb1cb36bf23db43dc916c62ce1dc3d1759c478a60b888ab13
ed580e89-e006-403e-9c71-7f540cf0a3ed,Client_930,Jonathan,East Jennifer,20672,India,1940-05-30,85,F,VISA 16 digit,10/34,3735.45,Particulier,9,4260.8,2023-02-19,wish,Sport,1,473.42,20,5,57.23,Mécontent,False,Cryptomonnaie,Inactif,930,60+,f0040bbfe963a16231bdc13a44eee778e4db8cab22710c39b03d16f6709eec0b
15a37808-5775-4eae-bd4c-0b8029d30814,Client_89,Peter,Victorport,54116,Serbia,1957-01-30,68,F,VISA 16 digit,03/31,2853.53,Entreprise,16,4649.06,2024-02-18,culture,Sport,10,290.57,48,0,0.0,Neutre,True,Virement,Inactif,89,60+,274170142c2a126374dbd3bf35aebefa8cff50612455e956e30a9ca3bb4a3ac9
905280d7-6f02-4c6c-a961-4bcf29722c7f,Client_571,Lisa,Wrightville,63945,Svalbard & Jan Mayen Islands,1982-03-04,43,F,Mastercard,05/32,2070.29,Entreprise,3,1391.44,2024-12-23,candidate,Alimentation,5,463.81,2,0,0.0,Neutre,True,Paypal,Actif,571,41-50,a8b2e9407daff67944684ce6344dfdef477e23cfd2093fb320453963f0f9b28a
6604966c-ee6d-497a-ac2c-bacacee304db,Client_395,Kyle,Brownview,93060,Northern Mariana Islands,1978-11-11,47,M,Mastercard,03/30,4138.45,Entreprise,8,1959.05,2025-01-29,field,Électronique,6,244.88,39,3,59.39,Neutre,False,Carte bancaire,Inactif,395,41-50,c1beb97f1e8be3a11177225835b23e88c1d9c96ee29e07933d7fc44b208dfa59
41603a2b-dc1a-4011-b8de-b9e2ed20eef0,Client_253,Debra,West Peter,38012,Guernsey,1984-06-04,41,M,JCB 16 digit,05/26,2525.17,Entreprise,1,75.01,2023-06-01,former,Alimentation,0,75.01,38,0,0.0,Mécontent,False,Carte bancaire,Actif,253,41-50,b1db7fb8be1311bf2d7132f45260a0849da4a026576050c38b4a4d0c7d569348
7caa4221-bdff-4563-b4c8-60f4203e8082,Client_493,Kyle,Michelleborough,36143,Netherlands,1951-04-02,74,F,Mastercard,03/33,2916.76,Particulier,13,422.14,2023-09-08,because,Sport,9,32.47,66,5,361.08,Satisfait,True,Cryptomonnaie,Suspendu,493,60+,01f173199086e95650482e4945f852554da3794fe2f084604b8d610617db5943
4d61a8c2-c3eb-43c7-a25d-aca5565976f5,Client_293,Laura,New Jenna,95352,Niger,1941-05-15,84,F,American Express,10/26,3331.55,Particulier,5,1735.93,2024-03-23,always,Mode,2,347.19,89,5,642.51,Satisfait,False,Carte bancaire,Actif,293,60+,5e4c66c1e8dd8a7124edefaea993605428dafc490b1017bd9502e673096a7e35
7a90cae9-0140-432d-a7b7-e7dde807464b,Client_484,Julia,Lisaberg,17145,Kazakhstan,1959-11-06,66,F,VISA 16 digit,03/28,4380.11,Particulier,13,1343.86,2023-05-22,sea,Alimentation,0,103.37,57,2,191.0,Satisfait,False,Cryptomonnaie,Inactif,484,60+,8b20ba8d9801cc3e74ebbc9cfa83d6955e63a786706bb81747816ed6d63af55a
96c65a8e-f955-46db-9505-831db18d0923,Client_596,Diana,North Jenniferville,12479,Yemen,1956-01-06,69,F,JCB 16 digit,01/31,3576.86,Particulier,9,1660.23,2023-06-17,center,Mode,3,184.47,15,1,73.27,Mécontent,True,Virement,Actif,596,60+,fa2d488aaae97f3c1269f208888189244354fbc4f07a896b74b09773e6e5f1ca
5bd4b42a-4163-4c4a-9b73-66669867dcbf,Client_353,Antonio,Christopherport,66760,Antarctica (the territory South of 60 deg S),1971-04-16,54,M,Mastercard,08/34,3384.86,Entreprise,12,5452.51,2024-01-18,sound,Sport,4,454.38,51,2,256.27,Satisfait,False,Paypal,Inactif,353,51-60,af72b1fb5b0624e218c87afa43144f4d6c9a6769578a6240ecaf3b42d72530d8
878a6580-0e63-45a0-98ac-a36aa6494c62,Client_539,Laura,South Jacqueline,58030,Senegal,1992-11-13,33,F,VISA 16 digit,04/33,3226.45,Entreprise,19,5878.99,2025-01-13,north,Maison,6,309.42,27,3,412.18,Mécontent,False,Paypal,Actif,539,31-40,971e066d2c7b133e3d46d302e8392a0a2904186b30c6f0982a13862eb6279c6a
cc9388d5-a1c1-435b-bfc4-d8d45254cbcb,Client_804,John,Richborough,57494,Bosnia and Herzegovina,1995-03-18,30,M,Diners Club / Carte Blanche,02/27,2893.7,Entreprise,13,3728.49,2024-03-08,where,Mode,3,286.81,14,3,449.06,Mécontent,False,Carte bancaire,Suspendu,804,18-30,fea2e4c38cff8884c5e4de03d51ccd0e2246392280d5ad0ad0bdbb04824f3a59
d02093f9-30e3-43f7-818e-3e8f2e9875cb,Client_821,Brandon,Port Stephenhaven,55408,Czech Republic,1987-06-30,38,F,American Express,10/27,988.6,Particulier,11,4986.98,2024-08-19,despite,Maison,3,453.36,94,5,562.82,Mécontent,True,Cryptomonnaie,Suspendu,821,31-40,22c97bc272c6ab223d8caac7a0bd4c4efa8077cd5d997701408395badc431be0
d4e01e1e-0fd7-466e-a0dd-3c38cb59a591,Client_844,Jodi,Jonathanchester,97943,Nepal,2003-04-21,22,F,Mastercard,12/31,4058.69,Entreprise,5,1514.42,2024-04-13,station,Mode,1,302.88,5,4,181.61,Mécontent,False,Paypal,Actif,844,18-30,4f0a3e67c88fe99981fe570a1025fccc38f3dfbd03819977e8f73dbb0676f89c
5fb6e6c4-310e-4c94-8ed4-6ec549cef302,Client_373,Tiffany,Huntshire,82135,Iceland,1968-06-09,57,F,VISA 16 digit,03/27,3957.42,Entreprise,12,3759.2,2024-09-02,garden,Maison,7,313.27,53,3,135.21,Mécontent,True,Virement,Suspendu,373,51-60,a531f2ab3be2045ee8d57b55cf26a924b6a10dfa52e41b367ab25ffea0953d35
db5387e2-762b-438a-89e2-b8619114c558,Client_866,Kimberly,Port Michael,3417,Georgia,1993-04-07,32,F,Diners Club / Carte Blanche,10/25,1231.45,Entreprise,8,1491.18,2024-04-13,shoulder,Alimentation,0,186.4,67,2,284.45,Très satisfait,True,Virement,Inactif,866,31-40,fa7f1cb5195c08ec7f2e8437913a9c6113c4748ebb2aa6c254235e148d979920
07980602-3009-4d0d-a945-1fa71d68f6da,Client_32,Cheryl,Williamsfurt,6846,Estonia,1971-09-04,54,M,JCB 15 digit,11/27,2494.06,Entreprise,3,1014.2,2023-09-30,send,Maison,10,338.07,84,2,139.5,Mécontent,False,Cryptomonnaie,Suspendu,32,51-60,d939ed9a5edea16c5b94dccf9b371038c407878e9c99e0f409ac6fe2b4c398be
6d9e42f5-247b-4749-9ba8-2b4a30845f3a,Client_427,Natalie,Michellefort,76331,Falkland Islands (Malvinas),1955-07-03,70,F,American Express,06/27,2032.73,Particulier,4,522.03,2024-07-07,on,Maison,6,130.51,53,0,0.0,Très satisfait,False,Virement,Inactif,427,60+,7091ab93b95b091cad4f6f9ecd1fb1671e62af45e856add25a0733ddc9014174
d0cda05f-e81e-4065-aafc-2240cde97978,Client_828,Mary,Carolineside,54897,Kenya,1934-11-22,91,F,VISA 13 digit,12/26,894.26,Entreprise,12,2421.98,2024-06-24,for,Alimentation,2,201.83,91,4,345.39,Satisfait,False,Paypal,Inactif,828,60+,5453a0bb0ab6c761f297ceab7f64c411f9ffdd103beefa9e51e0525cc3541028
ffbf04f0-788e-455c-b68b-f54b9b533f10,Client_999,Sara,East Paigeshire,50714,Angola,1934-10-10,91,M,VISA 16 digit,01/28,658.17,Particulier,4,1896.93,2024-04-25,family,Sport,5,474.23,40,5,795.43,Très mécontent,True,Virement,Actif,999,60+,66dbc2efc63d72885a7924bdb5f07c9a5842f27db1b0092b86b681f6800662d8
889127bd-24ae-4157-a494-fdae0d5008dd,Client_543,Anna,West Natalie,36931,Kiribati,1971-04-20,54,M,JCB 16 digit,11/30,796.09,Entreprise,3,470.61,2024-07-05,what,Électronique,4,156.87,24,1,87.68,Mécontent,False,Virement,Inactif,543,51-60,12280be0c3ab714919a2a909124496f8a760828acc926060466a4b1d24b043b0
bd465936-fe8f-43df-8fb1-0d7aac563ffd,Client_742,Isaac,East Jenniferburgh,24560,Egypt,1991-04-13,34,M,JCB 16 digit,09/25,128.79,Particulier,10,2264.25,2023-03-27,industry,Sport,7,226.43,72,4,375.04,Satisfait,False,Cryptomonnaie,Actif,742,31-40,28468236fb6b4f7367d6a0f0877b110a2d7946fc5dc96ef36a14c80e176e668b
40dc7338-cce2-4202-a482-7afaa262bac2,Client_250,Sara,Thomashaven,60989,Mexico,1980-05-29,45,M,Discover,07/29,3063.37,Entreprise,10,2251.51,2023-12-03,economic,Mode,8,225.15,31,5,946.6,Très mécontent,False,Virement,Inactif,250,41-50,f55b7483b548326530407cf6ecffb253957332676ed7124dba84a09ca9568f88
5f379e12-8e7b-42cc-b27d-1ba90ae2d5f6,Client_369,Alicia,Moorechester,23061,Angola,1996-01-29,29,F,JCB 16 digit,12/29,3877.05,Particulier,10,3242.76,2023-03-07,cell,Maison,7,324.28,6,2,73.81,Neutre,True,Virement,Actif,369,18-30,4d38769054911582bc1bc583ac206bc41c732d81ed434f533cda644b668def31
0040112f-f930-4425-8fe2-cf2f1db99528,Client_0,Lucas,Josephfort,29450,Guatemala,1982-09-15,43,F,VISA 19 digit,02/32,3078.54,Particulier,18,1881.4,2023-03-04,tree,Électronique,2,104.52,1,4,82.38,Mécontent,False,Carte bancaire,Suspendu,0,41-50,197c2acd58874d7c5cc7364912cf60d31416f2003f3bf3a4d54c6d170003ae7b
496c02a0-51cd-4822-9790-8650f0af7960,Client_278,Nina,Jackside,525,Saint Kitts and Nevis,1940-08-25,85,F,VISA 13 digit,02/35,981.05,Entreprise,16,3481.64,2023-12-13,financial,Électronique,6,217.6,80,0,0.0,Neutre,True,Virement,Inactif,278,60+,ae626e821e5201cc49077c905e2c061682b26a962d057f6a6864a258ff6273bf
1f97f6ef-1491-4469-bced-57e2110c3af9,Client_133,James,Christinatown,29139,Korea,1978-06-07,47,M,American Express,07/25,1564.48,Particulier,16,3157.47,2024-06-01,always,Maison,5,197.34,96,4,757.47,Très mécontent,True,Cryptomonnaie,Inactif,133,41-50,55d62a2a2f9cca4417ffbcad7a9292a2051f9230cf35bc0fcd59965c60d0ab52
210fcddb-1f73-4cbc-9505-6a3c73cfcb57,Client_143,Kerri,Bowersburgh,88321,United States of America,1971-06-03,54,M,VISA 16 digit,09/32,3027.86,Entreprise,17,7301.92,2023-10-10,technology,Électronique,10,429.52,29,4,784.06,Très mécontent,False,Virement,Suspendu,143,51-60,44beeb057a9a98c9caf0b64f44184b5712fe1027444a1777608cbf7bb91277ab
ec54bdba-e04e-4525-9b93-bbc3aba1c5c1,Client_926,Barbara,Lewisview,82072,French Guiana,1941-10-25,84,F,American Express,05/32,4249.51,Particulier,12,3952.24,2023-10-18,film,Maison,0,329.35,100,2,259.51,Très satisfait,True,Paypal,Suspendu,926,60+,1ae2ae05ef8c9e6b0990824162751203366fa3b60fd7b9e93e87aca6e02595bb
9b4da32a-e918-43dd-a849-46ec224d0027,Client_613,Joshua,East Brandonton,57390,Philippines,1952-03-19,73,F,JCB 16 digit,06/25,1434.94,Particulier,5,1584.91,2024-05-11,color,Électronique,7,316.98,98,5,974.38,Très mécontent,True,Carte bancaire,Actif,613,60+,c978dfc8ca4d696b5a4db212dbe360ce25c82a1dab1d02a737d220b36658a1c3
656559f9-b91e-4b85-86bd-c8fb7ef66b90,Client_391,Javier,Michelleburgh,64037,Morocco,1987-06-02,38,M,JCB 16 digit,10/31,1993.43,Entreprise,11,4206.26,2023-10-03,case,Alimentation,10,382.39,73,1,93.39,Mécontent,True,Virement,Suspendu,391,31-40,549a3cd69e20374b5125a52327b12a78a0dd7117a7f482a5d7fb108ccafb1266
9e60d12e-17ab-463c-9ce4-66fdad916a02,Client_620,Lisa,Smithtown,78494,Mauritius,1979-08-16,46,M,JCB 15 digit,01/26,1178.8,Particulier,10,3620.92,2024-08-27,employee,Électronique,10,362.09,78,3,549.64,Très satisfait,True,Carte bancaire,Actif,620,41-50,d0a67eec19215118830cbe716cd1e902c5f395ad790ab80478a3679ac9ecf984
2644a04c-0ee9-4bf9-90d5-fe65488c131a,Client_152,Scott,Samanthaport,17638,Heard Island and McDonald Islands,1934-02-28,91,F,VISA 13 digit,04/25,2913.66,Particulier,16,6285.5,2024-03-04,discuss,Maison,0,392.84,46,2,201.25,Très satisfait,False,Cryptomonnaie,Suspendu,152,60+,8de54527764c85e98c8a4ebd3eb73f04856a74e3343f38194dacf99bacbcf88d
f3cf1a85-ee97-4771-b9ac-c2a4941c583d,Client_952,Kristina,Warnerburgh,91617,Bermuda,1990-07-01,35,F,Mastercard,07/25,863.03,Entreprise,6,1641.68,2023-11-02,six,Électronique,0,273.61,82,4,341.73,Très mécontent,False,Virement,Actif,952,31-40,6434d05a61bc87d836f97f38055033518b9b86d5d65c5bcc6da8289b5fe579f1
e510aca1-547c-4d0e-bafd-f3d5f94dd288,Client_902,David,Micheleberg,11618,Croatia,1947-09-29,78,F,JCB 16 digit,10/25,675.17,Particulier,1,400.88,2025-01-09,garden,Maison,7,400.88,72,3,267.09,Neutre,True,Paypal,Inactif,902,60+,786db5f47e76061de01b33f2400c4f82ffc5c6cced7b68e2d1db106478120332
6098f022-0c1b-4965-8862-5eb6a8ca68c8,Client_376,Erin,South Nichole,2988,Dominican Republic,1990-12-19,35,F,Diners Club / Carte Blanche,08/25,2739.23,Entreprise,20,6002.39,2023-03-16,draw,Alimentation,1,300.12,9,5,982.7,Satisfait,False,Cryptomonnaie,Actif,376,31-40,e5c475375b18c4685329dc8ec1f85edb4d7075a76f7cb6df426f0202a637b6dd
1ede2c66-b437-4825-82ed-492d024ebcd1,Client_128,Melanie,New Theresafort,48227,Bangladesh,2002-11-30,23,F,JCB 16 digit,02/27,917.64,Particulier,7,39.83,2024-10-30,important,Sport,9,5.69,30,3,95.26,Très satisfait,False,Virement,Suspendu,128,18-30,a4881733ab419fae589e20ca93185d4257a908f03a2cd5621b65f7c003f53343
18eae915-a909-4eca-8fd8-b7d967802d10,Client_104,Heather,Port Michael,77687,Russian Federation,1948-01-21,77,M,American Express,09/26,1744.89,Entreprise,16,5014.85,2024-10-16,second,Maison,4,313.43,95,2,236.64,Mécontent,True,Cryptomonnaie,Suspendu,104,60+,ff4a0b772040627b083701807ddd2b43f91b5db30b0cd5e20c1894ea3c177594
3ad46f95-6081-4ac3-a535-9bebea6265a5,Client_222,Daniel,Patrickville,93283,Tokelau,1988-05-21,37,F,JCB 16 digit,05/30,292.63,Particulier,10,593.56,2023-05-13,today,Électronique,10,59.36,64,4,227.22,Très satisfait,True,Carte bancaire,Suspendu,222,31-40,6d6334063d372a775bf8273a3b33ba7a9c3aac2a268026450ae1f9473bb4e41a
7e3c0751-1690-40c2-92b4-5664201a10cb,Client_497,Kara,Jonesbury,93880,Mauritius,1945-08-02,80,M,VISA 16 digit,08/31,3528.44,Particulier,15,2561.78,2023-12-23,smile,Maison,1,170.79,72,5,936.72,Neutre,False,Virement,Actif,497,60+,1cd159f2811406af28e6ebb9a61db4970a5b7f253d798ce8ceb76ba289407b68
af099556-2945-4dc1-9b09-e899d1bac175,Client_687,Christina,Davidburgh,39279,Brazil,1961-10-06,64,M,JCB 16 digit,01/28,2829.03,Particulier,18,2258.53,2023-10-05,foreign,Électronique,2,125.47,30,3,588.22,Neutre,True,Paypal,Actif,687,60+,bf920a516df027f9966cecafc200d83959fe607244352dd64a9258157ec6dec5
7712a8f2-4106-44f9-b161-493d8f50f13b,Client_470,Scott,Janetmouth,55524,Aruba,1975-08-01,50,M,JCB 15 digit,10/26,4571.5,Particulier,8,2091.75,2024-11-15,popular,Alimentation,9,261.47,16,3,341.38,Neutre,True,Cryptomonnaie,Suspendu,470,41-50,bb693c6562a4dcc80eaf618cfa87faebcb795c93e57281eecb1223a06898c5c2
f5273845-bd19-4765-997e-ad2d65a9dc1e,Client_956,Anthony,Janetville,49106,Timor-Leste,1957-03-22,68,M,VISA 16 digit,05/34,2526.49,Particulier,11,1971.18,2023-05-30,pass,Électronique,0,179.2,0,4,783.28,Mécontent,True,Carte bancaire,Suspendu,956,60+,885408c1423643cf1f29e29f6b995f78aff3ad4e3758d89df1171a59a7fb9f3d
b0d82d05-e407-4961-894e-95676964c6bc,Client_693,Brandon,Port Tylerport,52673,Suriname,1962-09-17,63,F,VISA 19 digit,03/27,1533.11,Particulier,7,2366.67,2023-06-12,nearly,Sport,6,338.1,18,0,0.0,Mécontent,True,Virement,Actif,693,60+,adb8ad7bb0e20e934b583c792f43eda380bbe81ac403914cd14b3665a312e66d
0c0299a6-6620-411d-8e88-11c097e2ddf1,Client_53,Elizabeth,Lake Gregory,16571,Guyana,1997-04-08,28,M,JCB 16 digit,11/33,1687.84,Particulier,9,3064.62,2023-10-12,indeed,Alimentation,7,340.51,48,4,132.21,Très satisfait,True,Paypal,Suspendu,53,18-30,f2474ea516a81ba54987dc0a21cd9fd33c2134b5c8333f0234ae3533e817d154
aa451704-7999-41a8-a674-37bd6aa50039,Client_663,Nichole,North Bryanborough,21433,Mexico,1990-02-25,35,M,VISA 16 digit,05/28,2679.12,Entreprise,3,36.76,2024-10-26,crime,Maison,1,12.25,18,4,713.76,Très mécontent,True,Carte bancaire,Inactif,663,31-40,aca647b6b1a2a5f0d8f11ebf351c3e4ad18426aa6436d2f5ee7150d94dd92890
60334b05-8bc1-4662-8fbc-6959deacb176,Client_374,Steven,Port Courtney,6284,Philippines,1979-01-15,46,F,American Express,02/31,1607.04,Entreprise,13,2765.97,2023-10-08,word,Maison,7,212.77,13,2,373.9,Satisfait,False,Virement,Actif,374,41-50,8c36faec632d041979ecca3e67238c6debe1879ede7dd70442512a42c1643e2a
5ea285fe-a440-4439-aabf-d71fc040ae46,Client_365,Edward,Ashleyview,32661,Togo,1939-02-26,86,M,VISA 13 digit,07/28,4618.53,Entreprise,15,6538.6,2024-06-11,support,Sport,4,435.91,4,2,124.92,Très satisfait,True,Virement,Suspendu,365,60+,58ed2906699ff1d001067172a2fe1f6a818b451164f45c13b77d103da1d80d40
1f084099-33c1-421f-a7e3-bd77b35cf8e9,Client_130,Austin,East Marissastad,21804,Benin,1937-03-20,88,F,JCB 16 digit,07/30,802.75,Particulier,19,1943.33,2023-06-27,paper,Maison,2,102.28,15,2,336.74,Satisfait,False,Virement,Inactif,130,60+,61fef7a45d8e64a40fe501817fa25187d80acba8d1745f3b5a008e09d64104d6
3e07bfb4-ec61-41c7-87a4-30a51feb855d,Client_235,Mary,Meganside,41245,United States Virgin Islands,1966-04-30,59,M,VISA 16 digit,11/34,2273.05,Entreprise,19,5959.99,2024-07-07,indeed,Électronique,7,313.68,49,5,213.97,Satisfait,True,Paypal,Actif,235,51-60,8d55db5ff24cde7660a1b408427ada7d472505990b1c432a5b9e9b251d26d507
dcdca955-6941-4838-bd8a-0b79a3d731a1,Client_871,Denise,North Erica,16048,British Virgin Islands,1988-11-26,37,F,Mastercard,12/28,1010.26,Particulier,3,319.32,2023-10-20,force,Sport,9,106.44,26,5,915.11,Neutre,False,Virement,Actif,871,31-40,64674e610947efdeba7d9598d18fa250f0f91d0f7df14c172505e89d9c727578
9004379f-fb94-4405-90b3-2c81d338cfb0,Client_570,Valerie,New Cynthiaton,18070,Netherlands Antilles,1955-04-12,70,F,JCB 16 digit,06/34,2576.36,Entreprise,20,1738.18,2024-12-27,answer,Alimentation,4,86.91,35,5,452.5,Satisfait,True,Carte bancaire,Inactif,570,60+,55b3bd28ee3a995618f02b7f9eff4e3ab82d62d1bb3088ba4a78cfa49dec257b
3d0f5960-026d-4b24-bb41-b31fdd7d68d0,Client_233,Carolyn,Harrisside,66828,Korea,1969-01-07,56,F,VISA 19 digit,09/25,2942.96,Particulier,20,4009.54,2024-05-14,rate,Alimentation,10,200.48,52,1,176.84,Mécontent,False,Cryptomonnaie,Suspendu,233,51-60,ca2b571c8e08156d7fd1297541d130c5ec52e49da4a33394cfc23a672ffddaf9
70213f39-2b33-4f30-85af-710a3a774764,Client_443,Jenny,Figueroaville,56214,Ecuador,1957-07-13,68,M,VISA 13 digit,06/34,3150.11,Particulier,2,954.71,2023-03-21,might,Alimentation,9,477.36,89,2,73.05,Satisfait,True,Cryptomonnaie,Inactif,443,60+,295c22bd4cc036d2fb329f452b068ded110fca16d43047d6131d82fa7c14f23d
493007b5-6483-46d1-889a-f0c451ca1eb1,Client_277,Patricia,Madisonville,59557,Somalia,1982-04-01,43,M,Mastercard,01/29,4631.15,Entreprise,18,4761.62,2024-03-22,human,Électronique,6,264.53,62,1,74.11,Satisfait,False,Carte bancaire,Suspendu,277,41-50,2327efc920af66018dffaa8be322af2c71b82878712448fb90a34fdf0352233a
528f8882-92d5-4975-8c55-7239357fc8cd,Client_319,Stacey,Silvaville,25841,Tanzania,2003-05-19,22,F,Discover,09/30,2471.22,Entreprise,7,556.9,2024-01-21,see,Alimentation,10,79.56,35,3,380.06,Très satisfait,False,Carte bancaire,Actif,319,18-30,067fea79ed928d32b99b33a52351ded536b7e053cbdaec14c0894d4a2ac93698
e1d00191-00af-433d-ab73-b1c167a252cc,Client_888,Robert,South Amber,83369,Peru,2001-09-05,24,M,Diners Club / Carte Blanche,10/25,3887.73,Entreprise,20,9752.86,2023-07-10,peace,Sport,10,487.64,75,3,56.9,Très satisfait,False,Virement,Suspendu,888,18-30,9ea74662039d78a00c87e52eb72b5a68a2456910aa10327a88818f90df5cf67c
effc6479-64c8-4b72-a350-e944bb890d4c,Client_943,Terri,North Tamarafort,11126,Honduras,1960-04-02,65,M,JCB 15 digit,04/34,635.83,Particulier,13,4531.88,2024-07-25,within,Maison,9,348.61,84,1,74.09,Très mécontent,True,Paypal,Suspendu,943,60+,6e8ef9b008d4cbb1f7e066c0069ac3f18ce0a0750a911fb7282c719d30e81699
83a2806a-75b0-4f2e-87ac-3a83a14e0521,Client_521,Daniel,Lisamouth,54745,Greenland,1984-02-13,41,F,VISA 13 digit,11/26,3470.1,Particulier,8,771.26,2023-05-15,hour,Maison,2,96.41,6,2,257.07,Très satisfait,True,Cryptomonnaie,Suspendu,521,41-50,5ba84305b3b3812606ba5ad81bb27c04b8cedd3738d6459a4fd2fd1919c13236
93ffdce4-ff7e-4802-9621-a315a8c32a61,Client_587,Roy,Port Mark,10138,United States Minor Outlying Islands,1996-10-04,29,M,JCB 15 digit,03/28,4694.41,Entreprise,18,6724.39,2023-12-11,us,Maison,0,373.58,30,1,134.13,Neutre,True,Virement,Suspendu,587,18-30,fe202063b037625e24e4015872ae5ae535b201c7621feefb0e46dc0b9319ccc4
24d17489-4d0c-4083-bf1a-863db2da2446,Client_149,Annette,West Amanda,1139,Norfolk Island,1969-11-18,56,M,VISA 16 digit,12/28,3081.54,Particulier,10,890.41,2024-04-24,continue,Sport,1,89.04,57,2,201.88,Très satisfait,True,Paypal,Inactif,149,51-60,ed15c893ebfa6ba4de95bfd2af97b8d2b69ab79f4321bc881b7c71d9fcd32eeb
ce7f88c9-dad2-4ad4-a8bb-983e38d0af87,Client_814,Michelle,South David,78124,Brazil,1990-10-22,35,F,Maestro,07/30,700.13,Particulier,13,6433.96,2024-04-04,song,Maison,9,494.92,85,3,405.61,Très mécontent,False,Carte bancaire,Actif,814,31-40,1c989013fd6ef5005403f12b6a3209dec7e33b2029f5c34273322fa1bb1a94dd
01ef2080-1ee5-459c-b690-f34c3989e2f2,Client_9,James,Karentown,77680,Australia,1943-04-26,82,M,Discover,10/30,323.14,Entreprise,14,6506.33,2023-07-15,matter,Maison,4,464.74,88,4,579.95,Neutre,False,Virement,Actif,9,60+,de948d5e4aa026f4306ee1415bf720e7fcbf531c5810382900e368740650fdb5
b6b1c916-8a6a-474a-b0ff-5c797b2d7f15,Client_717,Matthew,Moodychester,87625,Turkey,1959-09-03,66,F,JCB 15 digit,09/27,2949.65,Particulier,6,2916.53,2023-12-17,energy,Alimentation,6,486.09,33,0,0.0,Très satisfait,False,Cryptomonnaie,Suspendu,717,60+,15a988efe40a73813b88e5d33a45f7461640525e8bef326e7e207970f70b6792
